PPG (1000 Hz),ABP (125 Hz),RESP (125 Hz)
2969.15,80.67,-9.70
2915.49,61.06,-11.87
2906.55,74.01,-8.77
2951.27,54.73,-11.81
2870.78,76.53,-9.56
2933.38,59.47,-12.42
2951.27,73.23,-9.40
2942.32,60.02,-11.63
2915.49,68.92,-10.10
2924.44,54.96,-11.14
2933.38,68.29,-11.59
2942.32,56.64,-11.91
2951.27,65.61,-9.87
2915.49,61.29,-10.72
2933.38,64.04,-9.43
2933.38,63.54,-10.41
2897.61,59.37,-9.50
2924.44,62.86,-7.82
2933.38,57.39,-8.77
2915.49,61.05,-6.58
2933.38,54.55,-7.99
2942.32,65.96,-6.27
2906.55,51.85,-8.25
2960.21,65.99,-4.46
2960.21,48.99,-8.03
2942.32,74.14,-4.96
2915.49,63.37,-7.89
2951.27,92.32,-3.77
2933.38,84.17,-6.54
2879.72,111.75,-1.92
2951.27,109.34,-7.19
2888.66,131.85,-4.56
2960.21,121.00,-5.87
2897.61,134.87,-4.52
2915.49,122.09,-5.53
2906.55,126.63,-4.68
2897.61,114.56,-4.91
2888.66,111.88,-3.27
2888.66,103.84,-5.81
2888.66,102.46,-6.92
2888.66,95.21,-6.13
2951.27,91.04,-6.57
2888.66,97.12,-4.38
2879.72,86.48,-6.11
2924.44,92.44,-5.76
2888.66,77.38,-7.00
2915.49,90.80,-6.66
2852.89,71.07,-7.94
2924.44,87.74,-5.06
2888.66,67.46,-7.57
2915.49,81.78,-3.45
2888.66,62.86,-6.31
2906.55,81.86,-2.36
2942.32,58.44,-4.92
2906.55,79.25,-4.03
2888.66,61.26,-4.23
2879.72,79.43,-0.24
2861.83,63.87,-3.49
2879.72,79.52,0.21
2915.49,64.62,-1.97
2888.66,79.76,0.07
2888.66,70.46,-0.44
2897.61,75.18,0.65
2897.61,72.10,1.11
2924.44,74.59,1.49
2861.83,73.75,2.84
2861.83,70.40,2.89
2843.95,72.36,5.17
2861.83,67.95,2.70
2879.72,76.75,5.17
2915.49,62.41,4.73
2879.72,74.39,7.76
2870.78,58.81,5.17
2924.44,76.27,8.49
2826.06,61.27,4.35
2852.89,76.44,9.38
2861.83,59.22,5.55
2924.44,75.05,11.13
2897.61,56.43,7.47
2906.55,76.14,11.22
2879.72,58.28,7.47
2879.72,75.19,12.17
2852.89,60.00,8.55
2879.72,70.88,10.23
2817.12,59.96,8.57
2906.55,68.89,12.00
2861.83,60.00,10.51
2835.00,65.10,10.86
2888.66,58.36,9.83
2870.78,63.44,11.33
2861.83,64.78,10.35
2870.78,66.41,9.38
2826.06,82.33,11.14
2852.89,82.21,9.96
2906.55,104.42,13.00
2870.78,101.50,9.33
2870.78,126.91,12.23
2897.61,117.40,9.25
2826.06,134.52,10.40
2942.32,122.41,8.30
2906.55,135.87,9.90
2861.83,121.34,7.84
2835.00,127.51,11.97
2852.89,108.04,9.22
2808.17,120.70,9.95
2861.83,96.38,8.17
2852.89,109.06,11.95
2861.83,93.92,8.94
2790.29,102.64,11.01
2879.72,90.20,11.38
2879.72,99.20,11.35
2835.00,91.90,10.44
2843.95,93.09,11.22
2852.89,88.85,10.37
2861.83,82.30,10.63
2843.95,84.56,9.92
2861.83,77.80,11.37
2817.12,78.34,10.49
2852.89,69.41,8.41
2852.89,79.75,10.05
2870.78,70.95,9.49
2870.78,78.39,10.82
2879.72,67.13,9.09
2843.95,83.57,12.71
2888.66,70.02,8.67
2852.89,86.42,10.23
2870.78,67.39,8.25
2924.44,88.38,10.25
2790.29,70.05,7.44
2799.23,85.76,10.99
2870.78,68.15,6.45
2861.83,83.34,10.03
2826.06,66.74,7.81
2888.66,80.86,9.57
2870.78,67.88,7.97
2835.00,74.57,10.48
2852.89,68.44,7.96
2861.83,73.37,8.43
2835.00,70.72,8.82
2843.95,67.25,6.87
2799.23,68.67,8.56
2870.78,67.61,7.75
2897.61,71.16,6.51
2843.95,64.89,5.42
2843.95,74.13,7.91
2897.61,61.30,5.29
2879.72,71.44,6.98
2835.00,57.79,4.83
2861.83,71.44,4.56
2906.55,57.28,3.63
2843.95,69.61,6.18
2933.38,53.75,2.27
2879.72,73.54,5.01
2897.61,56.50,2.13
2843.95,72.76,4.05
2888.66,56.96,1.26
2817.12,73.80,2.88
2861.83,67.10,1.27
2888.66,81.27,3.09
2879.72,80.73,0.79
2879.72,101.89,0.68
2879.72,107.84,0.45
2879.72,121.12,0.11
2897.61,127.78,0.99
2897.61,129.36,0.25
2888.66,133.54,-1.06
2843.95,128.95,-1.54
2843.95,128.50,-1.36
2835.00,114.42,-1.51
2861.83,121.36,0.30
2870.78,108.84,-3.56
2888.66,111.71,-0.72
2843.95,95.75,-2.37
2870.78,113.43,-1.54
2915.49,91.64,-4.28
2861.83,106.89,-2.05
2897.61,86.30,-7.36
2870.78,105.93,-2.61
2861.83,80.15,-7.85
2897.61,99.83,-5.04
2879.72,77.70,-8.55
2897.61,86.87,-6.59
2879.72,71.73,-9.78
2933.38,80.31,-7.75
2879.72,71.05,-10.23
2870.78,77.93,-7.74
2888.66,69.32,-10.89
2879.72,71.28,-10.04
2888.66,73.63,-9.95
2888.66,77.82,-10.18
2826.06,78.28,-9.71
2870.78,76.43,-10.87
2835.00,83.00,-12.17
2897.61,76.14,-12.51
2852.89,83.81,-10.73
2888.66,77.37,-11.83
2861.83,82.55,-10.29
2861.83,68.30,-10.64
2879.72,81.39,-7.94
2897.61,66.80,-11.08
2852.89,79.39,-9.22
2906.55,61.66,-10.27
2897.61,80.93,-7.79
2897.61,60.03,-11.08
2861.83,77.78,-7.13
2924.44,59.02,-10.93
2897.61,78.16,-8.23
2897.61,61.22,-10.61
2879.72,76.84,-8.51
2870.78,64.22,-10.86
2915.49,68.91,-8.74
2852.89,62.65,-10.87
2888.66,66.14,-9.31
2888.66,68.07,-11.09
2915.49,61.86,-10.79
2924.44,66.82,-10.91
2870.78,60.40,-11.85
2879.72,65.85,-10.68
2870.78,59.16,-11.47
2897.61,66.94,-10.71
2888.66,51.32,-13.67
2906.55,62.16,-11.26
2933.38,51.30,-12.70
2915.49,70.96,-11.25
2915.49,58.89,-14.55
2906.55,81.53,-11.03
2915.49,79.36,-12.70
2924.44,105.00,-11.04
2933.38,97.06,-13.13
2843.95,127.21,-10.43
2906.55,114.45,-12.45
2888.66,133.59,-10.77
2870.78,120.15,-13.32
2870.78,130.08,-11.39
2897.61,112.59,-13.58
2888.66,115.85,-11.66
2906.55,103.20,-13.09
2906.55,104.61,-13.09
2843.95,100.58,-12.43
2906.55,96.49,-10.89
2951.27,94.13,-11.59
2852.89,87.65,-12.40
2888.66,97.81,-11.64
2835.00,85.22,-12.59
2915.49,93.95,-11.67
2888.66,79.60,-11.74
2897.61,90.46,-11.53
2897.61,72.34,-13.80
2852.89,85.61,-11.65
2879.72,64.46,-14.34
2888.66,79.19,-10.15
2879.72,62.11,-12.74
2897.61,76.10,-10.82
2897.61,54.20,-12.97
2861.83,78.29,-12.13
2906.55,60.83,-13.50
2897.61,72.67,-12.58
2924.44,58.90,-14.09
2888.66,78.70,-12.61
2924.44,66.28,-13.71
2906.55,77.59,-11.83
2924.44,66.99,-13.91
2915.49,71.64,-12.33
2888.66,64.95,-14.94
2915.49,70.84,-13.25
2942.32,70.23,-13.73
2897.61,64.15,-14.00
2951.27,70.02,-11.88
2924.44,63.57,-15.23
2933.38,68.23,-13.89
2897.61,59.93,-15.18
2906.55,68.72,-13.32
2888.66,54.22,-16.06
2835.00,70.24,-13.89
2906.55,54.02,-16.36
2852.89,72.07,-12.67
2888.66,52.66,-15.22
2888.66,69.54,-11.59
2879.72,51.42,-14.53
2879.72,69.73,-12.85
2915.49,48.77,-14.34
2897.61,69.77,-11.74
2897.61,53.87,-14.38
2888.66,65.92,-12.73
2861.83,54.00,-13.70
2915.49,64.10,-13.36
2870.78,53.22,-11.88
2897.61,56.64,-12.08
2870.78,60.52,-12.90
2897.61,57.38,-11.34
2897.61,58.46,-10.48
2906.55,61.69,-12.41
2870.78,70.13,-11.36
2879.72,74.65,-13.40
2906.55,96.28,-11.27
2888.66,98.61,-12.11
2879.72,122.68,-10.06
2888.66,115.87,-12.68
2861.83,136.56,-10.01
2915.49,124.14,-13.13
2897.61,136.07,-9.87
2888.66,112.71,-11.87
2897.61,124.46,-10.03
2879.72,103.33,-12.37
2924.44,118.99,-9.97
2924.44,87.48,-12.94
2879.72,102.20,-9.26
2861.83,85.25,-11.26
2897.61,96.12,-8.98
2888.66,83.15,-11.96
2888.66,89.08,-9.82
2879.72,80.27,-10.79
2870.78,89.03,-9.26
2870.78,82.25,-9.47
2852.89,77.14,-9.21
2843.95,74.86,-8.89
2879.72,71.85,-9.53
2924.44,76.28,-8.08
2906.55,67.83,-10.10
2870.78,78.33,-8.42
2870.78,63.63,-8.55
2879.72,75.91,-9.45
2915.49,67.52,-11.41
2906.55,83.46,-8.96
2888.66,67.48,-11.84
2888.66,82.80,-10.25
2897.61,68.69,-12.05
2933.38,84.93,-8.20
2888.66,68.74,-9.93
2915.49,85.11,-9.21
2951.27,68.36,-11.12
2906.55,79.80,-10.02
2888.66,66.31,-10.62
2852.89,79.47,-9.75
2843.95,66.08,-10.50
2906.55,71.79,-9.49
2897.61,62.75,-10.87
2906.55,70.44,-10.52
2897.61,66.84,-9.77
2888.66,66.96,-9.25
2897.61,64.40,-8.87
2942.32,62.18,-9.70
2924.44,66.15,-9.84
2843.95,61.63,-11.08
2915.49,69.19,-10.17
2870.78,59.69,-10.64
2835.00,70.01,-8.41
2924.44,60.14,-11.40
2906.55,71.12,-9.22
2897.61,53.47,-12.74
2879.72,76.61,-8.73
2888.66,54.78,-12.64
2852.89,75.46,-10.00
2843.95,58.26,-11.95
2888.66,73.40,-9.95
2888.66,53.54,-12.50
2843.95,72.42,-9.51
2861.83,60.69,-12.51
2915.49,77.85,-9.58
2861.83,78.58,-13.18
2888.66,97.54,-10.90
2906.55,98.88,-12.51
2942.32,113.38,-9.76
2897.61,121.07,-11.84
2861.83,128.22,-10.37
2879.72,134.73,-10.90
2861.83,126.69,-11.50
2870.78,131.74,-9.58
2861.83,117.35,-10.26
2906.55,120.11,-9.89
2843.95,100.19,-11.34
2852.89,111.45,-7.92
2826.06,90.93,-8.61
2870.78,103.70,-6.11
2897.61,91.81,-9.54
2852.89,106.00,-5.70
2808.17,83.86,-8.02
2861.83,101.17,-6.07
2861.83,81.23,-9.28
2888.66,93.64,-6.58
2817.12,75.58,-7.60
2826.06,88.16,-4.15
2897.61,71.94,-8.50
2843.95,82.92,-6.09
2835.00,71.35,-8.02
2852.89,78.05,-5.94
2870.78,69.17,-8.31
2817.12,75.75,-6.58
2790.29,74.18,-6.81
2870.78,75.04,-7.28
2852.89,76.49,-6.62
2861.83,75.69,-6.97
2861.83,80.36,-5.80
2870.78,74.00,-7.73
2843.95,81.29,-7.11
2852.89,70.65,-8.68
2888.66,81.64,-5.31
2861.83,70.68,-7.80
2879.72,78.31,-6.21
2808.17,64.04,-9.32
2817.12,79.46,-5.83
2888.66,60.69,-9.33
2870.78,77.02,-4.70
2843.95,58.07,-8.39
2852.89,79.56,-6.74
2843.95,61.37,-8.58
2835.00,76.20,-7.14
2835.00,62.31,-9.43
2835.00,73.24,-6.44
2861.83,63.46,-9.72
2870.78,72.03,-6.96
2888.66,57.85,-7.05
2817.12,64.28,-5.06
2835.00,64.94,-7.38
2897.61,61.27,-8.67
2826.06,65.16,-8.42
2879.72,59.81,-8.20
2843.95,68.39,-8.41
2870.78,54.23,-7.78
2843.95,67.95,-7.75
2852.89,58.39,-7.92
2817.12,68.58,-8.59
2861.83,52.68,-10.36
2888.66,70.37,-8.16
2852.89,61.57,-11.12
2843.95,83.33,-7.19
2888.66,77.95,-10.16
2808.17,103.38,-8.60
2852.89,98.62,-9.91
2826.06,126.95,-8.20
2799.23,119.42,-10.11
2826.06,138.57,-7.42
2835.00,122.64,-10.38
2808.17,139.76,-8.77
2879.72,120.96,-10.64
2817.12,122.88,-10.60
2799.23,110.17,-10.55
2826.06,115.73,-9.48
2826.06,99.84,-10.97
2843.95,102.11,-11.85
2826.06,101.68,-11.91
2852.89,97.35,-12.12
2817.12,103.77,-11.21
2808.17,88.89,-11.57
2852.89,97.52,-8.86
2826.06,85.25,-13.51
2817.12,92.60,-11.22
2835.00,74.43,-12.45
2817.12,88.05,-9.85
2879.72,64.37,-11.49
2835.00,79.83,-8.49
2870.78,62.71,-13.21
2826.06,76.13,-8.78
2861.83,63.67,-10.61
2826.06,80.62,-7.86
2843.95,61.93,-9.56
2852.89,82.48,-7.01
2852.89,68.18,-9.34
2817.12,83.01,-7.56
2843.95,71.88,-7.90
2799.23,84.78,-6.76
2808.17,70.82,-7.74
2879.72,78.75,-7.56
2790.29,70.01,-6.96
2808.17,66.95,-5.89
2826.06,74.94,-5.92
2799.23,70.35,-6.68
2763.46,72.96,-6.50
2799.23,64.37,-6.07
2817.12,72.65,-5.67
2817.12,62.05,-6.86
2826.06,76.89,-4.38
2835.00,60.64,-8.62
2826.06,72.86,-4.93
2826.06,55.72,-8.28
2843.95,69.87,-4.52
2826.06,49.89,-8.27
2799.23,70.06,-4.83
2808.17,52.30,-8.50
2817.12,69.30,-5.53
2799.23,53.14,-8.47
2772.40,64.23,-6.08
2790.29,53.01,-8.53
2843.95,64.01,-6.26
2861.83,50.35,-8.22
2826.06,61.17,-7.13
2799.23,55.20,-6.47
2835.00,57.86,-5.47
2843.95,52.95,-6.65
2817.12,54.64,-5.81
2852.89,60.16,-5.80
2826.06,53.98,-4.96
2861.83,71.03,-4.96
2835.00,69.30,-5.69
2843.95,91.47,-3.68
2826.06,87.80,-5.82
2817.12,117.32,-4.80
2799.23,107.84,-4.98
2826.06,132.04,-2.68
2799.23,118.87,-4.23
2790.29,138.69,-3.06
2736.63,112.10,-5.47
2781.34,126.97,-2.11
2781.34,103.17,-6.12
2772.40,115.53,-2.92
2808.17,90.84,-5.30
2808.17,102.32,-2.14
2790.29,84.83,-4.66
2736.63,98.14,-2.76
2781.34,80.00,-4.35
2781.34,90.16,-3.11
2772.40,84.23,-4.91
2835.00,88.09,-3.51
2808.17,77.12,-4.86
2826.06,81.46,-3.33
2763.46,77.71,-3.44
2790.29,72.57,-4.19
2772.40,76.63,-2.38
2826.06,62.51,-2.81
2799.23,74.35,-1.10
2799.23,57.85,-4.06
2790.29,77.52,-1.02
2790.29,57.64,-3.40
2763.46,77.37,-1.43
2745.57,60.33,-3.31
2727.69,77.89,0.03
2790.29,60.50,-3.56
2772.40,85.62,-1.21
2772.40,66.73,-3.90
2736.63,78.72,-2.93
2835.00,59.63,-3.54
2772.40,75.85,0.18
2808.17,60.48,-4.02
2799.23,74.74,0.26
2808.17,62.80,-3.00
2808.17,69.81,-0.27
2772.40,61.29,-2.98
2763.46,68.18,0.04
2781.34,60.84,-0.49
2808.17,65.21,-0.57
2799.23,63.29,-0.98
2817.12,60.06,-1.59
2736.63,64.73,0.92
2781.34,61.37,-0.54
2781.34,63.51,-0.77
2781.34,57.28,-0.67
2772.40,66.82,2.76
2754.52,52.74,0.85
2754.52,68.84,3.93
2772.40,50.55,1.88
2781.34,69.17,6.06
2754.52,47.43,3.70
2754.52,64.40,7.29
2790.29,49.50,6.67
2754.52,67.63,10.47
2736.63,50.55,8.24
2763.46,65.24,9.53
2745.57,52.68,8.06
2781.34,69.72,10.63
2763.46,62.79,9.22
2763.46,82.57,10.13
2754.52,87.33,9.68
2745.57,105.82,11.48
2727.69,109.18,12.81
2754.52,119.61,12.17
2727.69,128.96,12.57
2763.46,127.43,11.22
2718.74,132.12,12.08
2781.34,120.08,12.41
2781.34,120.19,13.89
2709.80,104.58,10.89
2736.63,114.52,14.32
2772.40,89.94,10.54
2709.80,107.94,12.79
2772.40,86.91,10.13
2754.52,99.59,12.54
2691.91,82.08,11.37
2763.46,100.31,13.45
2754.52,81.10,10.45
2718.74,93.36,11.39
2763.46,72.15,9.25
2745.57,87.68,12.52
2745.57,71.12,9.90
2754.52,81.02,11.29
2763.46,67.25,9.70
2727.69,75.13,10.45
2691.91,64.26,8.90
2745.57,76.95,9.80
2745.57,69.80,7.96
2736.63,72.95,7.25
2727.69,73.78,8.23
2665.08,76.33,8.53
2700.86,79.03,7.39
2709.80,72.17,7.26
2709.80,84.52,9.60
2700.86,70.03,5.03
2727.69,86.17,8.16
2709.80,69.59,5.27
2700.86,81.20,7.73
2718.74,64.58,4.76
2727.69,79.38,8.58
2709.80,63.98,5.61
2745.57,78.36,8.31
2709.80,62.24,5.30
2718.74,75.31,9.02
2709.80,61.49,6.01
2656.14,76.82,7.62
2682.97,62.21,5.30
2665.08,76.98,7.17
2709.80,59.25,5.93
2656.14,72.10,5.85
2736.63,63.67,4.45
2781.34,66.83,4.56
2700.86,60.56,3.99
2718.74,67.27,4.36
2674.03,64.63,3.13
2727.69,60.99,2.44
2700.86,68.80,2.67
2700.86,59.77,0.54
2709.80,68.60,2.30
2674.03,56.41,-1.83
2691.91,71.13,0.79
2674.03,52.05,-2.56
2691.91,74.09,-1.41
2647.20,59.54,-2.23
2682.97,85.36,-0.58
2727.69,76.23,-4.67
2718.74,101.85,-1.17
2718.74,95.72,-4.71
2700.86,125.14,-2.18
2709.80,113.22,-3.59
2674.03,137.12,-2.23
2709.80,120.64,-5.40
2656.14,131.75,-2.34
2727.69,119.29,-4.50
2718.74,123.30,-2.49
2656.14,109.17,-3.88
2718.74,110.60,-2.66
2674.03,106.77,-4.55
2727.69,102.09,-3.48
2682.97,100.35,-1.97
2700.86,94.27,-3.13
2656.14,94.41,-1.75
2709.80,85.71,-4.17
2682.97,96.28,-1.89
2691.91,80.98,-3.61
2727.69,94.45,-1.67
2718.74,72.79,-4.62
2665.08,91.06,-2.65
2736.63,66.41,-5.49
2736.63,84.70,-3.68
2745.57,64.13,-5.95
2727.69,80.65,-4.54
2727.69,65.33,-6.26
2700.86,82.53,-4.64
2700.86,67.80,-7.08
2772.40,84.86,-4.97
2790.29,70.01,-7.94
2745.57,82.33,-6.03
2754.52,75.62,-8.02
2772.40,82.06,-6.77
2790.29,77.47,-9.39
2718.74,77.84,-8.29
2754.52,74.60,-8.79
2736.63,71.50,-6.95
2772.40,73.71,-7.47
2781.34,73.53,-9.61
2736.63,71.74,-7.46
2799.23,62.89,-8.85
2781.34,75.33,-10.91
2781.34,66.78,-10.57
2745.57,82.08,-9.43
2826.06,61.65,-10.62
2799.23,75.90,-7.96
2781.34,63.19,-11.74
2843.95,77.54,-9.31
2808.17,59.87,-13.51
2790.29,74.84,-10.74
2781.34,55.08,-12.68
2763.46,70.58,-9.15
2790.29,51.63,-13.45
2808.17,75.81,-11.20
2843.95,60.29,-13.41
2852.89,68.63,-12.10
2861.83,56.38,-12.89
2799.23,67.00,-12.15
2843.95,60.48,-12.47
2879.72,64.90,-11.02
2835.00,60.31,-12.52
2835.00,64.33,-12.67
2924.44,68.13,-12.60
2852.89,70.55,-11.67
2843.95,85.87,-11.07
2906.55,86.94,-12.33
2924.44,104.68,-11.12
2933.38,105.95,-12.53
2951.27,133.02,-11.44
2933.38,123.70,-13.80
2924.44,139.54,-11.91
2933.38,125.57,-14.31
2906.55,135.42,-10.53
2951.27,115.23,-15.83
2897.61,124.99,-11.43
2960.21,103.64,-13.07
2924.44,116.19,-13.51
2924.44,93.51,-15.96
2897.61,106.36,-14.33
3004.93,92.49,-15.34
2942.32,104.50,-13.22
2969.15,90.94,-15.50
2995.98,97.17,-15.02
3076.47,87.07,-17.37
3022.81,91.15,-14.86
3013.87,80.19,-17.93
3004.93,79.07,-15.28
2995.98,80.34,-15.91
3031.76,74.60,-15.81
3013.87,75.97,-15.71
3049.64,67.79,-16.17
2995.98,78.94,-14.04
3013.87,65.27,-15.42
3031.76,78.01,-13.63
2987.04,68.15,-15.76
3058.59,84.77,-12.10
3040.70,71.99,-14.36
3103.30,82.39,-11.49
3031.76,65.70,-13.88
3094.36,82.56,-10.42
3076.47,59.56,-12.72
3094.36,80.55,-10.05
3112.24,64.36,-13.36
3139.07,77.31,-9.12
3103.30,61.71,-11.67
3148.02,74.10,-9.44
3130.13,59.43,-11.99
3076.47,70.16,-9.98
3174.85,63.46,-11.70
3156.96,68.48,-8.51
3139.07,60.64,-8.19
3148.02,61.32,-10.69
3156.96,63.52,-10.50
3183.79,58.67,-11.36
3174.85,65.05,-11.05
3148.02,58.23,-11.21
3237.45,63.56,-9.86
3237.45,54.97,-11.23
3183.79,68.57,-9.59
3192.73,52.80,-13.21
3192.73,62.97,-9.94
3201.68,52.19,-13.76
3219.56,68.88,-9.96
3255.34,49.27,-12.87
3148.02,69.49,-11.01
3148.02,48.19,-12.48
3228.51,63.18,-9.32
3246.39,48.52,-13.05
3273.22,61.93,-10.36
3219.56,53.01,-11.50
3246.39,65.61,-9.41
3219.56,63.80,-12.01
3264.28,81.10,-8.81
3273.22,84.11,-11.73
3273.22,97.11,-11.06
3300.05,107.76,-11.96
3326.88,115.21,-11.17
3291.11,120.14,-10.24
3291.11,124.43,-10.66
3273.22,126.66,-9.16
3264.28,114.40,-10.21
3300.05,121.07,-9.03
3300.05,105.23,-11.06
3317.94,112.30,-8.88
3326.88,91.82,-11.05
3380.54,106.70,-8.03
3380.54,82.08,-10.49
3335.83,98.80,-7.76
3362.66,75.12,-12.34
3380.54,91.21,-8.25
3353.71,76.93,-11.90
3389.48,94.24,-7.13
3309.00,74.08,-10.58
3335.83,84.48,-7.68
3389.48,65.69,-11.58
3389.48,77.69,-9.51
3407.37,66.28,-10.46
3389.48,71.45,-8.78
3335.83,59.40,-11.13
3425.26,70.31,-8.79
3389.48,68.45,-9.96
3443.14,65.44,-10.63
3362.66,73.61,-11.05
3380.54,66.25,-11.40
3380.54,73.65,-10.39
3443.14,68.92,-12.03
3398.43,80.76,-9.50
3452.09,65.69,-12.52
3425.26,71.83,-11.73
3389.48,64.66,-11.41
3416.31,77.62,-9.42
3443.14,56.88,-13.59
3416.31,77.93,-10.63
3425.26,54.63,-11.90
3425.26,73.05,-10.04
3452.09,54.12,-11.51
3478.92,69.30,-9.11
3443.14,55.83,-10.53
3416.31,68.67,-7.66
3452.09,52.71,-10.69
3469.97,68.31,-6.30
3469.97,58.66,-9.06
3461.03,67.61,-8.05
3461.03,56.12,-8.74
3496.80,61.29,-7.21
3469.97,58.14,-6.69
3478.92,59.92,-7.88
3461.03,63.01,-7.22
3478.92,58.56,-7.05
3416.31,65.23,-6.18
3461.03,57.99,-8.80
3416.31,69.13,-6.90
3523.63,50.64,-8.77
3496.80,67.63,-7.49
3461.03,48.96,-8.72
3487.86,70.92,-7.09
3505.75,53.94,-10.06
3496.80,73.66,-9.65
3478.92,62.14,-11.54
3469.97,89.11,-8.85
3532.58,82.41,-12.86
3434.20,110.35,-10.16
3487.86,105.52,-13.65
3514.69,133.25,-10.63
3487.86,126.19,-12.39
3532.58,137.86,-9.40
3496.80,122.73,-10.31
3505.75,133.15,-9.97
3425.26,118.40,-10.64
3461.03,122.09,-10.35
3443.14,112.03,-10.59
3469.97,107.81,-9.88
3425.26,100.98,-8.44
3487.86,97.77,-11.59
3452.09,99.51,-9.14
3478.92,87.95,-10.87
3469.97,99.24,-10.30
3452.09,86.82,-11.37
3505.75,90.69,-8.01
3461.03,74.43,-10.86
3452.09,90.04,-5.44
3478.92,68.62,-9.99
3443.14,86.56,-7.51
3487.86,64.07,-10.21
3487.86,84.27,-7.54
3523.63,66.23,-10.36
3532.58,86.21,-8.40
3469.97,67.37,-10.33
3532.58,85.17,-8.15
3496.80,71.20,-10.85
3452.09,87.33,-8.31
3487.86,71.91,-10.65
3461.03,79.77,-9.65
3514.69,71.96,-10.46
3487.86,80.83,-9.96
3487.86,74.91,-10.53
3496.80,77.61,-10.72
3443.14,75.22,-9.91
3523.63,70.43,-9.83
3487.86,76.03,-11.10
3443.14,64.08,-11.66
3461.03,76.96,-10.57
3487.86,69.07,-10.65
3514.69,80.19,-10.37
3461.03,63.09,-12.34
3469.97,76.21,-10.42
3469.97,57.54,-13.25
3434.20,76.93,-10.80
3514.69,63.80,-12.14
3496.80,75.59,-10.86
3496.80,54.91,-14.19
3434.20,73.45,-12.72
3478.92,60.88,-13.89
3452.09,76.91,-12.09
3478.92,57.30,-13.59
3487.86,67.19,-11.92
3425.26,57.99,-14.30
3478.92,68.34,-12.12
3469.97,59.47,-13.21
3469.97,63.11,-13.42
3469.97,62.01,-13.61
3461.03,63.91,-10.47
3443.14,65.27,-11.55
3461.03,60.34,-11.99
3443.14,77.32,-8.54
3452.09,71.27,-9.91
3487.86,91.08,-9.91
3469.97,92.66,-8.98
3434.20,114.21,-6.74
3443.14,112.37,-9.76
3416.31,136.08,-6.52
3478.92,125.49,-7.40
3425.26,139.20,-4.33
3434.20,120.34,-8.01
3434.20,131.64,-4.59
3487.86,114.10,-7.29
3434.20,120.96,-3.31
3434.20,98.90,-6.24
3416.31,110.04,-3.35
3425.26,95.33,-4.27
3407.37,103.02,-2.93
3416.31,90.96,-5.33
3398.43,101.43,-3.58
3434.20,86.05,-4.34
3434.20,92.94,-3.89
3398.43,88.72,-4.36
3443.14,85.73,-5.75
3487.86,83.45,-4.83
3452.09,78.71,-5.04
3443.14,81.37,-5.48
3443.14,70.42,-6.64
3434.20,79.35,-6.54
3398.43,64.19,-6.37
3434.20,77.82,-5.78
3389.48,62.89,-7.38
3380.54,80.86,-4.58
3398.43,68.56,-6.87
3469.97,85.87,-4.37
3416.31,67.61,-7.92
3452.09,87.57,-4.41
3425.26,66.54,-7.93
3425.26,84.85,-2.73
3425.26,65.14,-6.51
3344.77,86.36,-4.01
3389.48,64.97,-5.74
3389.48,78.96,-4.16
3389.48,71.39,-6.46
3434.20,77.62,-5.50
3362.66,63.75,-4.65
3344.77,71.58,-4.66
3416.31,68.05,-4.94
3398.43,70.18,-4.35
3380.54,68.50,-4.22
3398.43,66.32,-5.03
3461.03,74.08,-3.67
3362.66,61.80,-4.47
3398.43,72.31,-2.83
3407.37,56.55,-4.63
3434.20,71.72,-3.61
3389.48,56.08,-5.50
3389.48,69.57,-2.64
3416.31,54.21,-5.00
3362.66,73.90,-1.72
3389.48,54.36,-5.56
3380.54,71.43,-2.44
3407.37,50.06,-5.27
3398.43,68.75,-2.66
3425.26,56.80,-5.83
3416.31,73.70,-1.99
3380.54,54.35,-4.82
3407.37,66.28,-3.63
3389.48,64.52,-5.34
3425.26,83.56,-4.63
3416.31,81.01,-6.20
3380.54,101.06,-2.50
3371.60,110.47,-4.67
3380.54,118.23,-5.04
3380.54,130.97,-3.50
3398.43,129.87,-5.69
3380.54,136.88,-5.44
3389.48,126.20,-6.46
3425.26,129.03,-6.49
3434.20,113.66,-7.92
3380.54,121.46,-5.32
3380.54,99.35,-8.97
3371.60,113.13,-6.98
3398.43,90.53,-10.00
3407.37,108.10,-7.03
3380.54,85.12,-8.84
3371.60,105.73,-4.96
3434.20,84.26,-7.78
3443.14,101.62,-4.72
3398.43,80.93,-8.40
3362.66,90.76,-6.12
3353.71,75.38,-7.31
3398.43,81.26,-4.77
3353.71,71.08,-6.05
3389.48,81.31,-3.67
3380.54,71.87,-5.82
3416.31,77.78,-3.68
3362.66,68.71,-0.73
3407.37,76.21,-1.16
3371.60,79.66,-1.56
3398.43,78.24,0.07
3309.00,82.11,0.56
3380.54,76.13,-0.08
3335.83,78.06,1.17
3407.37,74.15,2.24
3434.20,82.88,1.70
3380.54,69.69,2.42
3389.48,83.35,4.98
3443.14,63.42,1.07
3407.37,84.55,5.39
3362.66,62.89,2.25
3416.31,79.53,5.56
3416.31,66.61,2.03
3425.26,79.12,7.10
3416.31,61.69,3.71
3425.26,78.08,5.17
3389.48,62.37,4.56
3353.71,72.77,7.90
3362.66,59.62,4.87
3362.66,73.30,6.26
3362.66,66.25,6.44
